time,heartRate,hydration
2026-01-25D06:52:00.000000000,70,55.79
2026-01-25D06:55:00.000000000,78,52.21
2026-01-25D06:56:51.000000000,75,56.07
2026-01-25D06:58:36.000000000,74,50.91
2026-01-25D07:03:00.000000000,78,52.28
2026-01-25D07:07:10.000000000,81,51.04
2026-01-25D07:11:49.000000000,74,54.74
2026-01-25D07:12:25.000000000,80,52
2026-01-25D07:14:46.000000000,84,51.36
2026-01-25D07:15:02.000000000,85,55.21
2026-01-25D07:15:22.000000000,85,51.3
2026-01-25D07:17:35.000000000,82,52.45
2026-01-25D07:18:42.000000000,77,52.87
2026-01-25D07:20:35.000000000,84,49.43
2026-01-25D07:21:00.000000000,79,51.79
2026-01-25D07:23:42.000000000,77,49.13
2026-01-25D07:28:15.000000000,80,52.13
2026-01-25D07:31:01.000000000,83,49.77
2026-01-25D07:35:25.000000000,84,51.86
2026-01-25D07:37:11.000000000,83,52.31
2026-01-25D07:40:58.000000000,89,51.28
2026-01-25D07:42:01.000000000,87,50.25
2026-01-25D07:46:12.000000000,87,51.02
2026-01-25D07:48:24.000000000,81,53.98
2026-01-25D07:53:11.000000000,82,52.16
2026-01-25D07:53:40.000000000,82,50.77
2026-01-25D07:55:55.000000000,90,52.03
2026-01-25D07:59:15.000000000,79,48.17
2026-01-25D08:04:00.000000000,85,51.6
2026-01-25D08:06:38.000000000,86,49.97
2026-01-25D08:08:55.000000000,89,50.33
2026-01-25D08:12:46.000000000,93,49.92
2026-01-25D08:15:59.000000000,87,46.93
2026-01-25D08:20:28.000000000,88,52.95
2026-01-25D08:22:46.000000000,87,46.62
2026-01-25D08:26:21.000000000,89,46.93
2026-01-25D08:27:25.000000000,85,50.41
2026-01-25D08:31:02.000000000,94,49.19
2026-01-25D08:34:42.000000000,88,47.09
2026-01-25D08:38:32.000000000,86,49.61
2026-01-25D08:40:47.000000000,82,45.54
2026-01-25D08:42:07.000000000,89,49.18
2026-01-25D08:46:57.000000000,94,46.77
2026-01-25D08:51:38.000000000,87,48.56
2026-01-25D08:54:18.000000000,91,46.22
2026-01-25D08:58:30.000000000,90,46.71
2026-01-25D09:02:12.000000000,91,48.91
2026-01-25D09:05:26.000000000,84,47.39
2026-01-25D09:08:13.000000000,90,50.39
2026-01-25D09:11:17.000000000,90,48.87
2026-01-25D09:11:55.000000000,89,46.84
2026-01-25D09:12:40.000000000,86,48.61
2026-01-25D09:13:59.000000000,89,50.68
2026-01-25D09:18:42.000000000,94,50.1
2026-01-25D09:21:42.000000000,90,44.9
2026-01-25D09:24:16.000000000,90,42.9
2026-01-25D09:28:53.000000000,91,46.65
2026-01-25D09:30:45.000000000,91,46.19
2026-01-25D09:33:08.000000000,94,50.53
2026-01-25D09:37:43.000000000,88,46.87
2026-01-25D09:42:36.000000000,90,45.43
2026-01-25D09:46:12.000000000,88,43.46
2026-01-25D09:50:48.000000000,86,44.67
2026-01-25D09:51:58.000000000,94,45.18
2026-01-25D09:56:10.000000000,95,46.11
2026-01-25D09:58:50.000000000,91,49.5
2026-01-25D09:59:41.000000000,90,47.48
2026-01-25D10:03:06.000000000,91,44.26
2026-01-25D10:05:38.000000000,85,48.83
2026-01-25D10:07:46.000000000,92,45.01
2026-01-25D10:07:51.000000000,87,47.77
2026-01-25D10:12:02.000000000,87,46.13
2026-01-25D10:14:14.000000000,93,44.56
2026-01-25D10:17:29.000000000,97,42.07
2026-01-25D10:18:40.000000000,92,44.48
2026-01-25D10:18:48.000000000,100,48.55
2026-01-25D10:23:46.000000000,96,43.24
2026-01-25D10:26:13.000000000,93,48.56
2026-01-25D10:29:28.000000000,101,44.71
2026-01-25D10:29:53.000000000,86,46.43
2026-01-25D10:33:44.000000000,97,42.57
2026-01-25D10:35:45.000000000,98,43.66
2026-01-25D10:38:11.000000000,92,47.51
2026-01-25D10:38:54.000000000,99,46.17
2026-01-25D10:43:10.000000000,91,49.09
2026-01-25D10:46:41.000000000,93,44.13
2026-01-25D10:50:15.000000000,95,43.69
2026-01-25D10:52:14.000000000,93,43.96
2026-01-25D10:56:03.000000000,92,47.1
2026-01-25D10:58:21.000000000,92,42.74
2026-01-25D11:02:36.000000000,93,49.16
2026-01-25D11:06:19.000000000,99,40
2026-01-25D11:07:54.000000000,101,49.35
2026-01-25D11:08:44.000000000,85,46.99
2026-01-25D11:09:26.000000000,97,47.25
2026-01-25D11:11:52.000000000,92,45.68
2026-01-25D11:13:36.000000000,99,41.68
2026-01-25D11:16:50.000000000,98,47.84
2026-01-25D11:17:29.000000000,91,46.05
2026-01-25D11:20:00.000000000,93,46.9
2026-01-25D11:20:34.000000000,93,48.28
2026-01-25D11:22:02.000000000,98,45.35
2026-01-25D11:26:47.000000000,95,48.04
2026-01-25D11:31:21.000000000,92,45.18
2026-01-25D11:33:59.000000000,93,45.26
2026-01-25D11:35:45.000000000,98,43.51
2026-01-25D11:39:24.000000000,99,43.06
2026-01-25D11:41:58.000000000,89,46.51
2026-01-25D11:43:25.000000000,96,44.41
2026-01-25D11:45:19.000000000,90,46.75
2026-01-25D11:49:58.000000000,97,44.71
2026-01-25D11:53:23.000000000,80,48.3
2026-01-25D11:58:11.000000000,97,46.98
2026-01-25D12:01:08.000000000,90,44.41
2026-01-25D12:04:38.000000000,102,45.74
2026-01-25D12:05:45.000000000,98,41.33
2026-01-25D12:07:02.000000000,95,46.66
2026-01-25D12:11:17.000000000,101,44.27
2026-01-25D12:13:25.000000000,102,42.75
2026-01-25D12:15:30.000000000,93,46.39
2026-01-25D12:20:09.000000000,94,43.7
2026-01-25D12:22:13.000000000,98,46.06
2026-01-25D12:25:01.000000000,88,48.64
2026-01-25D12:29:51.000000000,93,44.78
2026-01-25D12:34:20.000000000,92,45.97
2026-01-25D12:37:05.000000000,96,43.31
2026-01-25D12:38:38.000000000,90,43.88
2026-01-25D12:41:04.000000000,91,45.79
2026-01-25D12:44:31.000000000,102,43.17
2026-01-25D12:48:22.000000000,102,48.94
2026-01-25D12:52:08.000000000,101,43.76
2026-01-25D12:52:53.000000000,87,41.35
2026-01-25D12:56:13.000000000,94,49.35
2026-01-25D12:57:25.000000000,94,47.27
2026-01-25D13:01:53.000000000,101,43.64
2026-01-25D13:01:59.000000000,96,48.09
2026-01-25D13:04:08.000000000,88,45.45
2026-01-25D13:06:02.000000000,96,44.52
2026-01-25D13:07:32.000000000,91,43.28
2026-01-25D13:09:36.000000000,94,42.46
2026-01-25D13:11:47.000000000,92,46.57
2026-01-25D13:16:06.000000000,95,45.41
2026-01-25D13:19:13.000000000,96,44.05
2026-01-25D13:19:33.000000000,95,44
2026-01-25D13:20:39.000000000,91,43.7
2026-01-25D13:23:21.000000000,94,45.29
2026-01-25D13:27:53.000000000,89,44.73
2026-01-25D13:28:32.000000000,93,42.9
2026-01-25D13:33:03.000000000,91,48.67
2026-01-25D13:34:11.000000000,84,42.24
2026-01-25D13:35:05.000000000,94,43.42
2026-01-25D13:39:24.000000000,90,48.04
2026-01-25D13:41:57.000000000,88,45.16
2026-01-25D13:46:37.000000000,98,45.77
2026-01-25D13:49:33.000000000,89,42.41
2026-01-25D13:52:58.000000000,98,48.16
2026-01-25D13:53:37.000000000,90,44.41
2026-01-25D13:57:17.000000000,86,46.27
2026-01-25D13:58:26.000000000,92,44.73
2026-01-25D13:58:38.000000000,94,43.1
2026-01-25D13:59:58.000000000,95,46.98
2026-01-25D14:02:56.000000000,89,48.04
2026-01-25D14:03:47.000000000,114,45.75
2026-01-25D14:04:06.000000000,94,46.19
2026-01-25D14:06:37.000000000,93,48.54
2026-01-25D14:07:07.000000000,97,46.72
2026-01-25D14:08:44.000000000,88,47.2
2026-01-25D14:12:40.000000000,86,49.62
2026-01-25D14:13:05.000000000,89,45.3
2026-01-25D14:13:47.000000000,96,47.91
2026-01-25D14:18:27.000000000,88,46.5
2026-01-25D14:21:08.000000000,88,43.61
2026-01-25D14:24:11.000000000,90,44.36
2026-01-25D14:26:27.000000000,93,46.16
2026-01-25D14:26:59.000000000,95,47.52
2026-01-25D14:31:23.000000000,88,48.98
2026-01-25D14:32:43.000000000,97,46.08
2026-01-25D14:33:54.000000000,87,43.93
2026-01-25D14:37:12.000000000,91,47.44
2026-01-25D14:39:58.000000000,88,46.23
2026-01-25D14:44:19.000000000,92,48.37
2026-01-25D14:45:35.000000000,98,46.94
2026-01-25D14:47:06.000000000,86,46.49
2026-01-25D14:51:32.000000000,89,47.35
2026-01-25D14:55:10.000000000,91,50.09
2026-01-25D14:57:47.000000000,87,48.14
2026-01-25D15:01:21.000000000,90,48.77
2026-01-25D15:02:26.000000000,92,45.45
2026-01-25D15:06:58.000000000,89,47.26
2026-01-25D15:11:24.000000000,82,49.27
2026-01-25D15:15:06.000000000,86,50.28
2026-01-25D15:19:53.000000000,83,47.66
2026-01-25D15:22:13.000000000,82,50.22
2026-01-25D15:23:50.000000000,93,46.99
2026-01-25D15:25:43.000000000,87,46.06
2026-01-25D15:29:48.000000000,82,50.18
2026-01-25D15:32:14.000000000,92,48.48
2026-01-25D15:37:09.000000000,89,50.75
2026-01-25D15:41:10.000000000,80,49.56
2026-01-25D15:44:11.000000000,88,50.96
2026-01-25D15:46:36.000000000,89,49.7
2026-01-25D15:49:49.000000000,67,51.81
2026-01-25D15:50:42.000000000,83,49.7
2026-01-25D15:53:56.000000000,87,49.2
2026-01-25D15:56:16.000000000,88,45.84
2026-01-25D15:57:03.000000000,86,50.74
2026-01-25D15:58:37.000000000,75,49.99
2026-01-25D16:03:36.000000000,80,46.96
2026-01-25D16:07:45.000000000,85,50.11
2026-01-25D16:11:01.000000000,76,50.06
2026-01-25D16:12:51.000000000,85,52.9
2026-01-25D16:16:48.000000000,80,47.74
2026-01-25D16:21:17.000000000,85,52.23
2026-01-25D16:21:58.000000000,87,50.85
2026-01-25D16:22:43.000000000,87,49.36
2026-01-25D16:23:04.000000000,74,49.51
2026-01-25D16:27:45.000000000,80,52.12
2026-01-25D16:28:48.000000000,85,53.59
2026-01-25D16:31:55.000000000,80,48.02
2026-01-25D16:32:40.000000000,90,49.27
2026-01-25D16:33:23.000000000,86,54.46
2026-01-25D16:36:39.000000000,104,54.48
2026-01-25D16:41:10.000000000,76,51.36
2026-01-25D16:43:41.000000000,82,52.24
2026-01-25D16:45:52.000000000,76,53.91
2026-01-25D16:46:42.000000000,82,54.6
2026-01-25D16:47:31.000000000,81,51.46
2026-01-25D16:47:36.000000000,84,53.68
2026-01-25D16:50:28.000000000,83,52.61
2026-01-25D16:52:20.000000000,75,53.37
2026-01-25D16:52:43.000000000,83,49.84
2026-01-25D16:53:59.000000000,80,51.13
2026-01-25D16:55:52.000000000,76,50.62
2026-01-25D17:00:24.000000000,79,55.45
2026-01-25D17:04:28.000000000,79,51.43
2026-01-25D17:06:02.000000000,83,54.36
2026-01-25D17:07:49.000000000,83,55.02
2026-01-25D17:12:03.000000000,81,52.65
2026-01-25D17:12:15.000000000,82,53.91
2026-01-25D17:14:52.000000000,79,51.68
2026-01-25D17:17:50.000000000,76,50.41
2026-01-25D17:20:32.000000000,84,54.1
2026-01-25D17:24:11.000000000,83,49.9
2026-01-25D17:27:12.000000000,82,51.55
2026-01-25D17:30:11.000000000,86,54.95
2026-01-25D17:32:41.000000000,76,56.26
2026-01-25D17:35:26.000000000,79,52.9
2026-01-25D17:37:37.000000000,74,55.62
2026-01-25D17:39:03.000000000,78,53.23
2026-01-25D17:41:34.000000000,80,52.88
2026-01-25D17:45:37.000000000,71,51.58
2026-01-25D17:47:05.000000000,72,53.18
2026-01-25D17:49:02.000000000,75,51.8
2026-01-25D17:52:51.000000000,81,57.13
2026-01-25D17:56:58.000000000,80,54.97
2026-01-25D17:59:25.000000000,76,56.23
2026-01-25D18:00:10.000000000,75,56.47
2026-01-25D18:04:32.000000000,75,52.99
2026-01-25D18:09:21.000000000,77,55.31
2026-01-25D18:11:10.000000000,81,55.47
2026-01-25D18:14:36.000000000,75,50.89
2026-01-25D18:19:06.000000000,68,55.92
2026-01-25D18:22:40.000000000,69,51.52
2026-01-25D18:23:35.000000000,74,56.71
2026-01-25D18:25:37.000000000,70,56.89
2026-01-25D18:29:02.000000000,73,54.69
2026-01-25D18:29:45.000000000,73,54.68
2026-01-25D18:30:17.000000000,70,56.09
2026-01-25D18:34:40.000000000,71,57.38
2026-01-25D18:36:08.000000000,77,55.68
2026-01-25D18:38:47.000000000,67,58.31
2026-01-25D18:40:48.000000000,62,53.37
2026-01-25D18:40:54.000000000,75,56.04
2026-01-25D18:42:31.000000000,72,55.89
2026-01-25D18:45:21.000000000,75,55.45
2026-01-25D18:49:43.000000000,70,57.75
2026-01-25D18:51:08.000000000,78,56.65
2026-01-25D18:55:40.000000000,68,59.11
2026-01-25D18:59:39.000000000,68,61.35
2026-01-25D19:03:16.000000000,71,60.47
2026-01-25D19:04:22.000000000,73,56.62
2026-01-25D19:05:15.000000000,71,56.24
2026-01-25D19:07:26.000000000,67,56.96
2026-01-25D19:11:13.000000000,69,58.14
2026-01-25D19:15:56.000000000,71,56.28
2026-01-25D19:20:54.000000000,69,56.38
2026-01-25D19:25:42.000000000,73,59.6
2026-01-25D19:30:23.000000000,63,58.74
2026-01-25D19:32:14.000000000,67,58.38
2026-01-25D19:34:44.000000000,65,59.67
2026-01-25D19:36:27.000000000,69,56.97
2026-01-25D19:37:44.000000000,62,61.16
2026-01-25D19:39:50.000000000,64,58.6
2026-01-25D19:40:24.000000000,63,60.72
2026-01-25D19:43:36.000000000,68,60.33
2026-01-25D19:48:28.000000000,60,62.03
2026-01-25D19:51:47.000000000,72,58.9
2026-01-25D19:54:27.000000000,73,62.56
2026-01-25D19:57:23.000000000,65,60.53
2026-01-25D19:58:08.000000000,65,58.15
2026-01-25D19:59:15.000000000,69,61.18
2026-01-25D19:59:42.000000000,70,58.23
2026-01-25D20:01:01.000000000,64,59.2
2026-01-25D20:01:53.000000000,65,60.09
2026-01-25D20:04:37.000000000,63,60.42
2026-01-25D20:06:39.000000000,64,57.58
2026-01-25D20:08:23.000000000,65,60.77
2026-01-25D20:11:14.000000000,62,63.25
2026-01-25D20:16:08.000000000,61,62.22
2026-01-25D20:18:48.000000000,62,62.83
2026-01-25D20:18:59.000000000,68,59.58
2026-01-25D20:22:19.000000000,64,60.35
2026-01-25D20:23:19.000000000,70,62.85
2026-01-25D20:26:36.000000000,56,58.44
2026-01-25D20:27:27.000000000,60,61.77
2026-01-25D20:29:59.000000000,64,59.7
2026-01-25D20:34:38.000000000,65,60.66
2026-01-25D20:37:19.000000000,68,60.69
2026-01-25D20:40:45.000000000,61,64.06
2026-01-25D20:42:55.000000000,64,61.2
2026-01-25D20:47:53.000000000,56,65.71
2026-01-25D20:49:01.000000000,61,61.04
2026-01-25D20:52:01.000000000,70,63.33
2026-01-25D20:54:01.000000000,62,62.65
2026-01-25D20:57:29.000000000,58,61.84
2026-01-25D20:58:04.000000000,67,62.26
2026-01-25D21:00:01.000000000,61,63.03
2026-01-25D21:01:12.000000000,56,60.57
2026-01-25D21:02:31.000000000,67,61.51
2026-01-25D21:03:20.000000000,56,60.46
2026-01-25D21:07:44.000000000,67,60.57
2026-01-25D21:10:22.000000000,55,61.41
2026-01-25D21:13:01.000000000,61,61.41
2026-01-25D21:16:59.000000000,63,62.01
2026-01-25D21:17:54.000000000,58,62.74
2026-01-25D21:22:20.000000000,59,66.77
2026-01-25D21:24:29.000000000,57,61.25
2026-01-25D21:28:38.000000000,54,64.36
2026-01-25D21:29:12.000000000,55,59.74
2026-01-25D21:31:18.000000000,63,60.27
2026-01-25D21:33:27.000000000,65,63.49
2026-01-25D21:34:08.000000000,60,61.73
2026-01-25D21:37:02.000000000,65,63.63
2026-01-25D21:39:10.000000000,65,66.05
2026-01-25D21:39:49.000000000,66,62.65
2026-01-25D21:41:20.000000000,63,62.87
2026-01-25D21:43:38.000000000,66,65
2026-01-25D21:46:58.000000000,54,62.53
2026-01-25D21:51:36.000000000,63,64.94
2026-01-25D21:55:01.000000000,54,63.43
2026-01-25D21:59:50.000000000,65,64.13
2026-01-25D22:01:11.000000000,52,64.69
2026-01-25D22:02:14.000000000,66,66.05
2026-01-25D22:04:24.000000000,58,64.86
2026-01-25D22:06:17.000000000,63,65.63
2026-01-25D22:10:05.000000000,57,64
2026-01-25D22:14:47.000000000,55,64.53
2026-01-25D22:15:59.000000000,54,62.06
2026-01-25D22:17:12.000000000,61,65.99
2026-01-25D22:20:01.000000000,60,63.79
2026-01-25D22:22:47.000000000,55,66.76
2026-01-25D22:23:33.000000000,61,65.5
2026-01-25D22:25:26.000000000,50,61
2026-01-25D22:26:21.000000000,57,65.12
2026-01-25D22:30:35.000000000,63,62.84
2026-01-25D22:31:00.000000000,59,60.65
2026-01-25D22:33:23.000000000,49,65.35
2026-01-25D22:34:59.000000000,50,61.9
2026-01-25D22:39:43.000000000,48,65.52
2026-01-25D22:41:52.000000000,61,66.66
2026-01-25D22:43:47.000000000,52,64.09
2026-01-25D22:46:10.000000000,61,66.35
2026-01-25D22:50:47.000000000,58,66.95
2026-01-25D22:52:30.000000000,53,66.97
2026-01-25D22:56:46.000000000,59,64.16
2026-01-25D22:58:34.000000000,51,64.31
2026-01-25D23:02:12.000000000,53,66
2026-01-25D23:06:25.000000000,50,67.6
2026-01-25D23:09:01.000000000,52,66.97
2026-01-25D23:13:15.000000000,57,70
2026-01-25D23:17:54.000000000,53,64.84
2026-01-25D23:20:43.000000000,50,59.02
2026-01-25D23:20:55.000000000,51,64.38
2026-01-25D23:25:43.000000000,50,64.93
2026-01-25D23:25:52.000000000,55,65.57
2026-01-25D23:28:21.000000000,53,65.97
2026-01-25D23:30:06.000000000,52,65.51
2026-01-25D23:32:54.000000000,59,65.72
2026-01-25D23:35:25.000000000,60,68.6
2026-01-25D23:36:33.000000000,64,65.2
2026-01-25D23:38:08.000000000,56,63.67
2026-01-25D23:40:09.000000000,52,67.55
2026-01-25D23:44:40.000000000,55,63.37
2026-01-25D23:47:37.000000000,59,68.53
2026-01-25D23:48:28.000000000,54,63.51
2026-01-25D23:50:52.000000000,54,67.14
2026-01-25D23:55:02.000000000,52,64.97
2026-01-25D23:57:35.000000000,59,69.21
